Delete              Code,Company             No.,Item                No.,Screen              Code,Field               No,Back Code,Field               No,Back Code,Field               No,Back Code,Field               No,Back Code,Raw Material,Divider Material,Hardware,Plastic Backer,Addl Material,Creation            Date,Creation            Time,Creation            User,Last                Change              Date,Last                Change              Time,Last                Change              User
A,100,C-SBMB,CFR,7,,0,,0,,0,,SB39B,,SBSCREWMB,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SBS,CFR,7,,0,,0,,0,,SB39S,,SBSCREWS,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SBSS,CFR,7,,0,,0,,0,,SB39SS,,SBSCREWS,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SBYG,CFR,7,,0,,0,,0,,SB39YG,,SBSCREWYG,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SCBSS,CFR,7,,0,,0,,0,,SBCC39SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC4MB,CFR,0,,0,,0,,0,,SC484B,,SCSCREW,SC4EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC4SS,CFR,0,,0,,0,,0,,SC484SS,,SCSCREW,SC4EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC6MB,CFR,0,,0,,0,,0,,SC486B,,SCSCREW,SC6EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC6SS,CFR,0,,0,,0,,0,,SC486SS,,SCSCREW,SC6EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC8MB,CFR,0,,0,,0,,0,,SC488B,,SCSCREW,SC8EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SC8SS,CFR,0,,0,,0,,0,,SC488SS,,SCSCREW,SC8EC,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDBB,CFR,7,,0,,0,,0,,SDB39B,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDBG,CFR,7,,0,,0,,0,,SDB39G,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDBS,CFR,7,,0,,0,,0,,SDB39S,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDBSS,CFR,7,,0,,0,,0,,SDB39SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDBYG,CFR,7,,0,,0,,0,,SDB39YG,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDG,CFR,7,,0,,0,,0,,SD392G,,,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SDMB,CFR,7,,0,,0,,0,,SD392B,,,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SDS,CFR,7,,0,,0,,0,,SD392S,,,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SDW11MB,CFR,7,,0,,0,,0,,SW3911MB,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDW11S,CFR,7,,0,,0,,0,,SW3911S,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDW11SS,CFR,7,,0,,0,,0,,SW3911SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SDYG,CFR,7,,0,,0,,0,,SD392YG,,,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SERG,CFR,0,,0,,0,,0,,SE39RRG,,,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SERMB,CFR,0,,0,,0,,0,,SE39RB,SECE39B,SERSCREWB,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SERSS,CFR,0,,0,,0,,0,,SE39RS,SECE39SS,SERSCREW,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SESMB,CFR,0,,0,,0,,0,,SE39SB,SECE39B,SESSCREWB,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SESSS,CFR,0,,0,,0,,0,,SE39SS,SECE39SS,SESSCREW,,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,3,0,,0,,0,,SPB39B,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,3,26,1,0,,0,,SPB39B,SAM116160B,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,3,26,2,0,,0,,SPB39B,SAM18160B,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,5,0,,0,,0,,SPB39B,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,5,26,1,0,,0,,SPB39B,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVMB,CFR,13,5,26,2,0,,0,,SPB39B,SAM18160B,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,3,0,,0,,0,,SPB100BS,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,3,26,1,0,,0,,SPB100BS,SAM116160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,3,26,2,0,,0,,SPB100BS,SAM18160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,5,0,,0,,0,,SPB100BS,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,5,26,1,0,,0,,SPB100BS,SAM116160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVS,CFR,13,5,26,2,0,,0,,SPB100BS,SAM18160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,3,0,0,0,,0,,SPB100RG,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,3,26,1,0,,0,,SPB100RG,SAM116160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,3,26,2,0,,0,,SPB100RG,SAM18160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,5,0,,0,,0,,SPB100RG,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,5,26,1,0,,0,,SPB100RG,SAM116160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSG,CFR,13,5,26,2,0,,0,,SPB100RG,SAM18160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,3,0,,0,,0,,SPB100S,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,3,26,1,0,,0,,SPB100S,SAM116160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,3,26,2,0,,0,,SPB100S,SAM18160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,5,0,,0,,0,,SPB100S,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,5,26,1,0,,0,,SPB100S,SAM116160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSS,CFR,13,5,26,2,0,,0,,SPB100S,SAM18160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,3,0,,0,,0,,SPB100YG,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,3,26,1,0,,0,,SPB100YG,SAM116160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,3,26,2,0,,0,,SPB100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,5,0,,0,,0,,SPB100YG,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,5,26,1,0,,0,,SPB100YG,SAM116160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVSYG,CFR,13,5,26,2,0,,0,,SPB100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPBVYG,CFR,13,3,0,,0,,0,,,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPBVYG,CFR,13,5,0,,0,,0,,,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,3,0,,0,,0,,SPQ100BS,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,3,26,1,0,,0,,SPQ100BS,SAM116160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,3,26,2,0,,0,,SPQ100BS,SAM18160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,5,0,,0,,0,,SPQ100BS,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,5,26,1,0,,0,,SPQ100BS,SAM116160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRS,CFR,13,5,26,2,0,,0,,SPQ100BS,SAM18160BS,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,3,0,,0,,0,,SPQ100RG,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,3,26,1,0,,0,,SPQ100RG,SAM116160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,3,26,2,0,,0,,SPQ100RG,SAM18160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,5,0,,0,,0,,SPQ100RG,,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,5,26,1,0,,0,,SPQ100RG,SAM116160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSG,CFR,13,5,26,2,0,,0,,SPQ100RG,SAM18160RG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,3,0,,0,,0,,SPQ100S,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,3,26,1,0,,0,,SPQ100S,SAM116160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,3,26,2,0,,0,,SPQ100S,SAM18160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,5,0,,0,,0,,SPQ100S,,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,5,26,1,0,,0,,SPQ100S,SAM116160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSS,CFR,13,5,26,2,0,,0,,SPQ100S,SAM18160S,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSYG,CFR,13,3,0,,0,,0,,SPQ100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,20191014,120000,GJUSTEN,20240314,133000,ANIELSE
A,100,C-SPQRSYG,CFR,13,3,26,1,0,,0,,SPQ100YG,SAM116160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSYG,CFR,13,3,26,2,0,,0,,SPQ100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
,100,C-SPQRSYG,CFR,13,5,0,,0,,0,,SPQ100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SPQRSYG,CFR,13,5,26,1,0,,0,,SPQ100YG,SAM116160YG,,ABS-SHT-BLACK-1/8,1,0,0,,20240314,133000,ANIELSE
A,100,C-SPQRSYG,CFR,13,5,26,2,0,,0,,SPQ100YG,SAM18160YG,,ABS-SHT-BLACK-1/8,1,0,120000,GJUSTEN,20240314,133000,ANIELSE
,100,C-SPQRYG,CFR,13,3,0,,0,,0,,,,,ABS-SHT-BLACK-1/8,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SPQRYG,CFR,13,5,0,,0,,0,,,,,ABS-SHT-BLACK-1/8,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR.75S,CFR,7,,0,,0,,0,,SW39.75S,,,,1,0,120000,GJUSTEN,20240314,133000,ANIELSE
,100,C-SWNR1.5G,CFR,7,,0,,0,,0,,SW3915G,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR1.5MB,CFR,7,,0,,0,,0,,SW3915B,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR1MB,CFR,7,,0,,0,,0,,SW391B,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR1S,CFR,7,,0,,0,,0,,SW391S,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR1SS,CFR,7,,0,,0,,0,,SW391SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR15G,CFR,7,,0,,0,,0,,SW3915G,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR15MB,CFR,7,,0,,0,,0,,SW3915B,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR15SS,CFR,7,,0,,0,,0,,SW3915SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR2.5MB,CFR,7,,0,,0,,0,,SW392.5B,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR2.5SS,CFR,7,,0,,0,,0,,SW392.5SS,,,,1,0,0,,20240314,133000,ANIELSE
,100,C-SWNR2G,CFR,7,,0,,0,,0,,SW392G,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR2MB,CFR,7,,0,,0,,0,,SW392B,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR2S,CFR,7,,0,,0,,0,,SW392S,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR2SS,CFR,7,,0,,0,,0,,SW392SS,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR2S18,CFR,7,,0,,0,,0,,SW39218S,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR2S18,CFR,7,,0,,0,,0,,SW39218S,,,,1,20191014,0,,20240314,133000,ANIELSE
,100,C-SWNR2YG,CFR,7,,0,,0,,0,,SW392YG,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR3MB,CFR,7,,0,,0,,0,,SW393B,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR3SS,CFR,7,,0,,0,,0,,SW393SS,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWNR4MB,CFR,7,,0,,0,,0,,SW394B,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWNR4SS,CFR,7,,0,,0,,0,,SW394SS,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SWR2G,CFR,7,,0,,0,,0,,SWR392G,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWR2MB,CFR,7,,0,,0,,0,,SWR392B,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SWR2S,CFR,7,,0,,0,,0,,SWR392S,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SW218G,CFR,7,,0,,0,,0,,SW39218G,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW218MB,CFR,7,,0,,0,,0,,SW39218B,,,,1,20191014,0,,20240314,133000,ANIELSE
A,100,C-SW218S,CFR,7,,0,,0,,0,,SW39218S,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW218YG,CFR,7,,0,,0,,0,,SW39218YG,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW318G,CFR,7,,0,,0,,0,,,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW318MB,CFR,7,,0,,0,,0,,SW393MB18,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW318S,CFR,7,,0,,0,,0,,SW393S18,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW318SS,CFR,7,,0,,0,,0,,SW393SS18,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-SW318YG,CFR,7,,0,,0,,0,,,,,,1,0,0,,20240314,133000,ANIELSE
A,100,C-100S-BL,AFR,3,N,4,Y,29,N,0,,29100001,,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-100S-BL,AFR,3,N,4,Y,29,Y,0,,29100001,29000300,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-100S-BL,AFR,3,Y,4,N,29,N,0,,29100001,,29999998,26000002,4,0,0,,20240314,133000,ANIELSE
A,100,C-100S-S,AFR,3,N,4,Y,29,N,0,,29100003,,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-100S-S,AFR,3,N,4,Y,29,Y,0,,29100003,29000300,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-100S-S,AFR,3,Y,4,N,29,N,0,,29100003,,29999998,26000002,4,0,0,,20240314,133000,ANIELSE
A,100,C-200S-BL,AFR,3,N,4,Y,29,N,0,,29200001,,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-200S-BL,AFR,3,N,4,Y,29,Y,0,,29200001,29000300,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-200S-BL,AFR,3,Y,4,N,29,N,0,,29200001,,29999998,26000002,4,0,0,,20240314,133000,ANIELSE
A,100,C-200S-S,AFR,3,N,4,Y,29,N,0,,29200003,,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-200S-S,AFR,3,N,4,Y,29,Y,0,,29200003,29000300,29999998,26000002,8,0,0,,20240314,133000,ANIELSE
A,100,C-200S-S,AFR,3,Y,4,N,29,N,0,,29200003,,29999998,26000002,4,0,0,,20240314,133000,ANIELSE
